State Code,State Name,County Code,County Name,Year,"Total Population total population of area, in thousands","Public Supply population served by groundwater, in thousands","Public Supply population served by surface water, in thousands","Public Supply total population served, in thousands","Public Supply self-supplied groundwater withdrawals, fresh, in Mgal/d","Public Supply self-supplied groundwater withdrawals, saline, in Mgal/d","Public Supply total self-supplied withdrawals, groundwater, in Mgal/d","Public Supply self-supplied surface-water withdrawals, fresh, in Mgal/d","Public Supply self-supplied surface-water withdrawals, saline, in Mgal/d","Public Supply total self-supplied withdrawals, surface water, in Mgal/d","Public Supply total self-supplied withdrawals, fresh, in Mgal/d","Public Supply total self-supplied withdrawals, saline, in Mgal/d","Public Supply total self-supplied withdrawals, total, in Mgal/d","Public Supply deliveries to domestic, in Mgal/d","Public Supply deliveries to commercial, in Mgal/d","Public Supply deliveries to industrial, in Mgal/d","Public Supply deliveries to thermoelectric, in Mgal/d","Public Supply total deliveries, in Mgal/d","Public Supply public use and losses, in Mgal/d","Public Supply per capita use, in gallons/person/day","Public Supply reclaimed wastewater, in Mgal/d",Public Supply number of facilities,"Domestic self-supplied groundwater withdrawals, fresh, in Mgal/d","Domestic self-supplied groundwater withdrawals, saline, in Mgal/d","Domestic total self-supplied withdrawals, groundwater, in Mgal/d","Domestic self-supplied surface-water withdrawals, fresh, in Mgal/d","Domestic self-supplied surface-water withdrawals, saline, in Mgal/d","Domestic total self-supplied withdrawals, surface water, in Mgal/d","Domestic total self-supplied withdrawals, fresh, in Mgal/d","Domestic self-supplied population, in thousands","Domestic deliveries from public supply, in Mgal/d","Domestic total self-supplied withdrawals, saline, in Mgal/d","Domestic per capita use, public-supplied, in gallons/person/day","Domestic total self-supplied withdrawals, in Mgal/d","Domestic total self-supplied withdrawals plus deliveries, in Mgal/d","Domestic consumptive use, fresh, in Mgal/d","Domestic consumptive use, saline, in Mgal/d","Domestic total consumptive use, in Mgal/d","Domestic per capita use, self-supplied, in gallons/person/day","Domestic reclaimed wastewater, in Mgal/d","Commercial self-supplied groundwater withdrawals, fresh, in Mgal/d","Commercial self-supplied groundwater withdrawals, saline, in Mgal/d","Commercial total self-supplied withdrawals, groundwater, in Mgal/d","Commercial self-supplied surface-water withdrawals, fresh, in Mgal/d","Commercial self-supplied surface-water withdrawals, saline, in Mgal/d","Commercial total self-supplied withdrawals, surface water, in Mgal/d","Commercial total self-supplied withdrawals, fresh, in Mgal/d","Commercial total self-supplied withdrawals, saline, in Mgal/d","Commercial total self-supplied withdrawals, in Mgal/d","Commercial deliveries from public supply, in Mgal/d","Commercial total self-supplied withdrawals plus deliveries, in Mgal/d","Commercial consumptive use, fresh, in Mgal/d","Commercial consumptive use, saline, in Mgal/d","Commercial total consumptive use, in Mgal/d","Commercial reclaimed wastewater, in Mgal/d","Industrial self-supplied groundwater withdrawals, fresh, in Mgal/d","Industrial self-supplied groundwater withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, groundwater, in Mgal/d","Industrial self-supplied surface-water withdrawals, fresh, in Mgal/d","Industrial self-supplied surface-water withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, surface water, in Mgal/d","Industrial total self-supplied withdrawals, fresh, in Mgal/d","Industrial total self-supplied withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, in Mgal/d","Industrial deliveries from public supply, in Mgal/d","Industrial total self-supplied withdrawals plus deliveries, in Mgal/d","Industrial consumptive use, fresh, in Mgal/d","Industrial consumptive use, saline, in Mgal/d","Industrial total consumptive use, in Mgal/d","Industrial reclaimed wastewater, in Mgal/d",Industrial number of facilities,"Livestock self-supplied groundwater withdrawals, fresh, in Mgal/d","Livestock self-supplied surface-water withdrawals, fresh, in Mgal/d","Livestock total self-supplied withdrawals, fresh, in Mgal/d","Livestock consumptive use, fresh, in Mgal/d","Irrigation, Crop self-supplied groundwater withdrawals for crops, fresh, in Mgal/d","Irrigation, Crop self-supplied surface-water withdrawals for crops, fresh, in Mgal/d","Irrigation, Crop total self-supplied withdrawals for crops, fresh, in Mgal/d","Irrigation, Crop consumptive use for crops, fresh, in Mgal/d","Irrigation, Crop conveyance loss for crops, in Mgal/d","Irrigation, Crop sprinkler irrigation for crops, in thousand acres","Irrigation, Crop microirrigation for crops, in thousand acres","Irrigation, Crop surface irrigation for crops, in thousand acres","Irrigation, Crop total irrigation for crops, in thousand acres","Irrigation, Crop reclaimed wastewater for crops, in Mgal/d"
6,California,77,San Joaquin County,1990,480.63,360.04,35.22,395.26,78.83,-,-,8.08,-,-,86.91,-,-,78,4.58,7.61,0,90.19,-,-,-,95,6.21,-,-,0.19,-,-,6.4,85.37,78,-,197,-,84.4,21.94,-,-,75,-,0,-,-,16.16,-,-,16.16,-,-,4.58,-,0,-,-,-,14.23,0,14.23,0,0,0,14.23,0,14.23,7.61,21.84,3.24,0,3.24,0.01,282,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,77,San Joaquin County,1995,524.6,284.23,166.93,451.16,51.05,0,51.05,35.7,0,35.7,86.75,0,86.75,61.32,14.91,5.6,0,81.83,4.92,192,0,29,4.96,0,4.96,0.55,0,0.55,5.51,73.44,61.32,0,136,5.51,66.83,18.17,0,18.17,75,-,0.01,0,0.01,19.5,0,19.5,19.51,0,19.51,14.91,34.42,3.88,0,3.88,0,13.9,0,13.9,0.43,0,0.43,14.33,0,14.33,5.6,19.93,5.78,0,5.78,0,281,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,77,San Joaquin County,2000,563.6,260.34,200.92,461.26,58.39,-,-,40.4,-,-,98.79,-,-,-,-,-,-,-,-,-,-,-,6.91,-,-,0.77,-,-,7.68,102.34,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.94,0,8.94,0,0,0,8.94,0,8.94,-,-,-,-,-,-,-,7.32,9.31,16.63,-,692.3,901.8,1594.1,-,-,84.4,233.3,237.8,555.5,-
6,California,77,San Joaquin County,2005,664.116,146.756,424.914,571.67,30.19,0,30.19,87.42,0,87.42,117.61,0,117.61,98.94,-,-,-,-,-,206,-,-,17.1,-,-,0,-,-,17.1,92.446,98.94,-,173,-,116.04,-,-,-,185,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,4.6,5.85,10.45,-,-,-,-,-,-,-,-,-,-,-
6,California,77,San Joaquin County,2010,685.306,189.29,426.76,616.05,43.63,0,43.63,71.18,0,71.18,114.81,0,114.81,72.28,-,-,-,-,-,186,-,-,4.6,-,-,0.24,-,-,4.84,69.256,72.28,-,117,-,77.12,-,-,-,70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.88,0,22.88,0,0,0,22.88,0,22.88,-,-,-,-,-,0.11,-,4.29,5.46,9.75,-,466.03,1116.01,1582.04,-,-,124.91,262.14,351.71,738.76,1.4
6,California,77,San Joaquin County,2015,726.106,-,-,649.993,35.34,0,35.34,58.05,0,58.05,93.39,0,93.39,55.44,-,-,0.9,-,-,144,-,-,6.74,-,-,0.35,-,-,7.09,76.113,55.44,-,85,-,62.53,-,-,-,93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.88,0,22.88,0,0,0,22.88,0,22.88,-,-,-,-,-,0.11,53,4.18,5.31,9.49,-,675.95,513.06,1189.01,928.85,-,102.41,226.15,223.17,551.73,2.8
6,California,79,San Luis Obispo County,1985,188.71,115.69,42.48,158.17,23.05,-,-,8.13,-,-,31.18,-,-,19.02,7.17,0.18,0,26.37,-,-,-,-,2.13,-,-,0.16,-,-,2.29,30.54,19.02,-,120,-,21.31,5.54,-,-,75,-,0.8,-,-,0.06,-,-,0.86,-,-,7.17,-,2.3,-,-,-,2.74,0,2.74,0,0,0,2.74,0,2.74,0.18,2.92,1.35,0,1.35,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,79,San Luis Obispo County,1990,217.16,110.49,60.95,171.44,23.76,-,-,12.8,-,-,36.56,-,-,26.53,5.53,0.42,0,32.48,-,-,-,63,2.4,-,-,1.03,-,-,3.43,45.72,26.53,-,155,-,29.96,6.9,-,-,75,-,0,-,-,0,-,-,0,-,-,5.53,-,0,-,-,-,0,0,0,0,0,0,0,0,0,0.42,0.42,0,0,0,0,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,79,San Luis Obispo County,1995,228.4,129.16,69.55,198.71,24.16,0,24.16,13.59,0,13.59,37.75,0,37.75,27.09,7.17,0.57,0,34.83,2.92,190,0,29,2,0,2,0.22,0,0.22,2.22,29.69,27.09,0,136,2.22,29.31,8.11,0,8.11,75,-,0,0,0,0,0,0,0,0,0,7.17,7.17,1.86,0,1.86,0,0,0,0,0,0,0,0,0,0,0.57,0.57,0.16,0,0.16,0,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,79,San Luis Obispo County,2000,246.68,102.48,91.11,193.59,21.19,-,-,12.42,-,-,33.61,-,-,-,-,-,-,-,-,-,-,-,3.58,-,-,0.4,-,-,3.98,53.09,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.03,0,4.03,0,0,0,4.03,0,4.03,-,-,-,-,-,-,-,1.07,1.37,2.44,-,154.9,21.5,176.4,-,-,5.8,63.5,18.2,87.5,-
6,California,79,San Luis Obispo County,2005,255.478,95.626,120.094,215.72,16.04,0,16.04,20.15,0,20.15,36.19,0,36.19,33.43,-,-,-,-,-,168,-,-,4.17,-,-,0,-,-,4.17,39.758,33.43,-,155,-,37.6,-,-,-,105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.17,0,1.17,0,0,0,1.17,0,1.17,-,-,-,-,-,-,-,0.62,0.79,1.41,-,-,-,-,-,-,-,-,-,-,-
6,California,79,San Luis Obispo County,2010,269.637,137.83,95.86,233.69,21.77,0.23,22,12.82,0,12.82,34.59,0.23,34.82,24.05,-,-,-,-,-,149,-,-,1.39,-,-,0.18,-,-,1.57,35.947,24.05,-,103,-,25.62,-,-,-,44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.96,0,3.96,0,0,0,3.96,0,3.96,-,-,-,-,-,0,-,0.46,0.58,1.04,-,153.67,8.09,161.76,-,-,7.55,82.98,23.77,114.3,-
6,California,79,San Luis Obispo County,2015,281.401,-,-,238.869,14,0.12,14.12,14.98,0,14.98,28.98,0.12,29.1,19.64,-,-,0,-,-,122,-,-,3.39,-,-,0.44,-,-,3.83,42.532,19.64,-,82,-,23.47,-,-,-,90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.88,0,3.88,0,0,0,3.88,0,3.88,-,-,-,-,-,0,25,0.44,0.57,1.01,-,54.08,22.67,76.75,64.82,-,12.11,88.37,1.78,102.26,0.85
6,California,81,San Mateo County,1985,614.04,292.14,318.38,610.52,42.97,-,-,49.79,-,-,92.76,-,-,56.58,21.33,11.71,0,89.62,-,-,-,-,0.15,-,-,0.12,-,-,0.27,3.52,56.58,-,93,-,56.85,14.78,-,-,77,-,0.06,-,-,0.04,-,-,0.1,-,-,21.33,-,5.25,-,-,-,0.03,0,0.03,0,0.09,0.09,0.03,0.09,0.12,11.71,11.83,3.83,0.16,3.99,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,81,San Mateo County,1990,649.62,298.59,335.9,634.49,38.72,-,-,53.39,-,-,92.11,-,-,69.46,19.29,6.1,0,94.85,-,-,-,37,0.43,-,-,0.71,-,-,1.14,15.13,69.46,-,109,-,70.6,18.36,-,-,75,-,0,-,-,0,-,-,0,-,-,19.29,-,0,-,-,-,0,0,0,0,0,0,0,0,0,6.1,6.1,0,0.08,0.08,0,874,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,81,San Mateo County,1995,689.7,241.07,403.02,644.09,33.77,0,33.77,58.51,0,58.51,92.28,0,92.28,65.5,24.72,5.28,0,95.5,-3.22,143,0,26,3.08,0,3.08,0.34,0,0.34,3.42,45.61,65.5,0,102,3.42,68.92,17.92,0,17.92,75,-,0,0,0,0,0,0,0,0,0,24.72,24.72,6.43,0,6.43,0,5.29,0,5.29,0.02,0.08,0.1,5.31,0.08,5.39,5.28,10.67,3.07,0.02,3.09,0,865,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,81,San Mateo County,2000,707.16,76.72,626.92,703.64,7.21,-,-,86.66,-,-,93.87,-,-,-,-,-,-,-,-,-,-,-,0.24,-,-,0.03,-,-,0.27,3.52,-,-,-,-,-,-,-,-,77,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.16,0,0.16,0,0,0,0.16,0,0.16,-,-,-,-,-,-,-,0.12,0.15,0.27,-,4.5,2.1,6.6,-,-,2.2,1.4,0,3.6,-
6,California,81,San Mateo County,2005,699.61,229.942,459.883,689.825,48.1,0,48.1,96.2,0,96.2,144.3,0,144.3,67.86,-,-,-,-,-,209,-,-,3.25,-,-,0.11,-,-,3.36,9.785,67.86,-,98,-,71.22,-,-,-,343,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.07,0,1.07,0,0,0,1.07,0,1.07,-,-,-,-,-,-,-,0.02,0.03,0.05,-,-,-,-,-,-,-,-,-,-,-
6,California,81,San Mateo County,2010,718.451,52.78,649.27,702.05,5.8,0,5.8,77.56,0,77.56,83.36,0,83.36,56.92,-,-,-,-,-,119,-,-,0.92,-,-,0.33,-,-,1.25,16.401,56.92,-,81,-,58.17,-,-,-,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.26,0,0.26,0,0,0,0.26,0,0.26,-,-,-,-,-,0,-,0.03,0.04,0.07,-,3.76,2.48,6.24,-,-,2.81,1.87,0,4.68,-
6,California,81,San Mateo County,2015,765.135,-,-,743.058,5.4,0,5.4,62.99,0,62.99,68.39,0,68.39,45.6,-,-,0,-,-,92,-,-,0.94,-,-,0.33,-,-,1.27,22.077,45.6,-,61,-,46.87,-,-,-,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.17,0,0.17,0,0,0,0.17,0,0.17,-,-,-,-,-,0,2,0.03,0.04,0.07,-,15.57,6.53,22.1,17.2,-,3.96,0.82,0,4.78,0
6,California,83,Santa Barbara County,1985,331.85,245.8,80.43,326.23,44.91,-,-,14.64,-,-,59.55,-,-,36.33,13.7,2,0,52.03,-,-,-,-,0.36,-,-,0.06,-,-,0.42,5.62,36.33,-,111,-,36.75,9.55,-,-,75,-,0.14,-,-,0.02,-,-,0.16,-,-,13.7,-,3.43,-,-,-,6.35,0,6.35,0,25.05,25.05,6.35,25.05,31.4,2,33.4,2.7,0.12,2.82,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,83,Santa Barbara County,1990,369.61,279.34,20.92,300.26,79.33,-,-,3.76,-,-,83.09,-,-,64.23,10.17,2.24,0,76.64,-,-,-,68,5.04,-,-,0.16,-,-,5.2,69.35,64.23,-,214,-,69.43,18.05,-,-,75,-,0,-,-,0,-,-,0,-,-,10.17,-,0,-,-,-,0,0,0,0,0,0,0,0,0,2.24,2.24,0,0,0,0,152,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,83,Santa Barbara County,1995,391.4,140.47,239.18,379.65,57.24,0,57.24,19.42,0,19.42,76.66,0,76.66,58.09,13.07,2.17,0,73.33,3.33,202,0.89,18,0.79,0,0.79,0.09,0,0.09,0.88,11.75,58.09,0,153,0.88,58.97,16.4,0,16.4,75,-,0,0,0,0,0,0,0,0,0,13.07,13.07,3.4,0,3.4,0.34,0.25,0,0.25,0.01,0,0.01,0.26,0,0.26,2.17,2.43,0.71,0,0.71,0,152,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,83,Santa Barbara County,2000,399.35,99.6,252.84,352.44,28.36,-,-,35.13,-,-,63.49,-,-,-,-,-,-,-,-,-,-,-,3.17,-,-,0.35,-,-,3.52,46.91,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.39,0,1.39,0,0,0,1.39,0,1.39,-,-,-,-,-,-,-,0.68,0.87,1.55,-,280.4,64.6,345,-,-,41.8,114.2,1.8,157.8,-
6,California,83,Santa Barbara County,2005,400.762,202.692,191.013,393.705,28.32,0,28.32,26.69,0,26.69,55.01,0,55.01,40.68,-,-,-,-,-,140,-,-,3.36,-,-,0.67,-,-,4.03,7.057,40.68,-,103,-,44.71,-,-,-,571,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.49,0,0.49,0,0,0,0.49,0,0.49,-,-,-,-,-,-,-,0.41,0.52,0.93,-,-,-,-,-,-,-,-,-,-,-
6,California,83,Santa Barbara County,2010,423.895,91.1,292.93,384.03,23.99,0,23.99,47.45,0,47.45,71.44,0,71.44,39.47,-,-,-,-,-,186,-,-,2.66,-,-,0.32,-,-,2.98,39.865,39.47,-,103,-,42.45,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.36,0,6.36,0,0,0,6.36,0,6.36,-,-,-,-,-,0,-,0.37,0.47,0.84,-,167.55,3.41,170.96,-,-,34.07,93.08,1.42,128.57,-
6,California,83,Santa Barbara County,2015,444.769,-,-,436.793,21.98,0,21.98,27.96,0,27.96,49.94,0,49.94,29.59,-,-,0,-,-,114,-,-,0.46,-,-,0.06,-,-,0.52,7.976,29.59,-,68,-,30.11,-,-,-,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.36,0,6.36,0,0,0,6.36,0,6.36,-,-,-,-,-,0,10,0.39,0.49,0.88,-,37.31,15.64,52.95,43.09,-,39.13,66.58,7.68,113.39,3.85
6,California,85,Santa Clara County,1985,1397.97,1091.14,257.09,1348.23,233.31,-,-,44.06,-,-,277.37,-,-,169.2,63.8,34.67,0,267.67,-,-,-,-,3.32,-,-,0.41,-,-,3.73,49.74,169.2,-,125,-,172.93,44.96,-,-,75,-,1.25,-,-,0.15,-,-,1.4,-,-,63.8,-,16.41,-,-,-,35.36,0,35.36,0.73,0.05,0.78,36.09,0.05,36.14,34.67,70.81,19.9,0.99,20.89,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,85,Santa Clara County,1990,1497.58,1026.82,319.12,1345.94,188.12,-,-,49.81,-,-,237.93,-,-,122.63,54.63,35.84,0,213.1,-,-,-,98,9.89,-,-,1.48,-,-,11.37,151.64,122.63,-,91,-,134,35.55,-,-,75,-,0.11,-,-,0,-,-,0.11,-,-,54.63,-,0,-,-,-,4.92,0,4.92,0,0,0,4.92,0,4.92,35.84,40.76,4.92,0,4.92,0,2126,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,85,Santa Clara County,1995,1603.3,848.07,689.08,1537.15,150.13,0,150.13,98.19,0,98.19,248.32,0,248.32,140.04,71.43,13.96,0,225.43,22.89,162,0,17,4.47,0,4.47,0.5,0,0.5,4.97,66.15,140.04,0,91,4.97,145.01,37.7,0,37.7,75,-,0.19,0,0.19,0,0,0,0.19,0,0.19,71.43,71.62,18.58,0,18.58,0.51,45.48,0,45.48,1.41,0,1.41,46.89,0,46.89,13.96,60.85,17.65,0,17.65,0,2124,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,85,Santa Clara County,2000,1682.59,608.02,1058.12,1666.14,105.56,-,-,181.35,-,-,286.91,-,-,-,-,-,-,-,-,-,-,-,1.11,-,-,0.12,-,-,1.23,16.45,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.77,0,13.77,1.72,0,1.72,15.49,0,15.49,-,-,-,-,-,-,-,0.37,0.47,0.84,-,26.8,5.4,32.2,-,-,5.6,11.7,0,17.3,-
6,California,85,Santa Clara County,2005,1699.052,112.244,1573.094,1685.338,15.44,0,15.44,216.42,0,216.42,231.86,0,231.86,120.37,-,-,-,-,-,138,-,-,12.3,-,-,2.7,-,-,15,13.714,120.37,-,71,-,135.37,-,-,-,1094,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.15,0,0.15,0,0,0,0.15,0,0.15,-,-,-,-,-,-,-,0.23,0.3,0.53,-,-,-,-,-,-,-,-,-,-,-
6,California,85,Santa Clara County,2010,1781.642,295.24,1416.58,1711.82,90.42,0,90.42,152.91,0,152.91,243.33,0,243.33,141.63,-,-,-,-,-,142,-,-,4.59,-,-,0.65,-,-,5.24,69.822,141.63,-,83,-,146.87,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.48,0,12.48,0,0,0,12.48,0,12.48,-,-,-,-,-,4.69,-,0.14,0.18,0.32,-,30.7,2.81,33.51,-,-,10.55,13.62,0,24.17,-
6,California,85,Santa Clara County,2015,1918.044,-,-,1873.449,67.92,0,67.92,126.67,0,126.67,194.59,0,194.59,109.36,-,-,0.48,-,-,104,-,-,2.37,-,-,0.33,-,-,2.7,44.595,109.36,-,58,-,112.06,-,-,-,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.48,0,12.48,0,0,0,12.48,0,12.48,-,-,-,-,-,4.69,20,0.12,0.15,0.27,-,4.05,1.7,5.75,4.8,-,4.35,9.61,0.21,14.17,0.19
6,California,87,Santa Cruz County,1985,213.7,190.31,1.28,191.59,29.47,-,-,0.2,-,-,29.67,-,-,18.1,6.82,2,0,26.92,-,-,-,-,1.31,-,-,0.35,-,-,1.66,22.11,18.1,-,94,-,19.76,5.14,-,-,75,-,0.49,-,-,0.13,-,-,0.62,-,-,6.82,-,2.06,-,-,-,5.57,0,5.57,0.41,0.25,0.66,5.98,0.25,6.23,2,8.23,2.37,0.11,2.48,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,87,Santa Cruz County,1990,229.73,209.19,3.17,212.36,24.36,-,-,0.65,-,-,25.01,-,-,16.3,3.67,1.81,0,21.78,-,-,-,70,1.03,-,-,0.27,-,-,1.3,17.37,16.3,-,77,-,17.6,4.58,-,-,75,-,0,-,-,0,-,-,0,-,-,3.67,-,0,-,-,-,0,0,0,0,0,0,0,0,0,1.81,1.81,0,0,0,0,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,87,Santa Cruz County,1995,241.5,129.7,75.28,204.98,16,0,16,9.92,0,9.92,25.92,0,25.92,17.29,4.12,2.06,0,23.47,2.45,126,0,16,2.47,0,2.47,0.27,0,0.27,2.74,36.52,17.29,0,84,2.74,20.03,5.21,0,5.21,75,-,0,0,0,0,0,0,0,0,0,4.12,4.12,1.07,0,1.07,0,0.62,0,0.62,0.14,0,0.14,0.76,0,0.76,2.06,2.82,0.82,0,0.82,0,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,87,Santa Cruz County,2000,255.6,118.64,101.96,220.6,14.23,-,-,12.47,-,-,26.7,-,-,-,-,-,-,-,-,-,-,-,2.36,-,-,0.26,-,-,2.62,35,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,0,3,0.76,0,0.76,3.76,0,3.76,-,-,-,-,-,-,-,0.15,0.19,0.34,-,39.8,3.5,43.3,-,-,1.4,21.7,0,23.1,-
6,California,87,Santa Cruz County,2005,249.666,16.532,219.644,236.176,3.26,0,3.26,43.33,0,43.33,46.59,0,46.59,17.05,-,-,-,-,-,197,-,-,12.95,-,-,1.45,-,-,14.4,13.49,17.05,-,72,-,31.45,-,-,-,1067,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.13,0,0.13,0,0,0,0.13,0,0.13,-,-,-,-,-,-,-,0.04,0.05,0.09,-,-,-,-,-,-,-,-,-,-,-
6,California,87,Santa Cruz County,2010,262.382,124.99,117.94,242.93,13.61,0,13.61,10.96,0,10.96,24.57,0,24.57,15.8,-,-,-,-,-,101,-,-,1.25,-,-,0.21,-,-,1.46,19.452,15.8,-,65,-,17.26,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.85,0,6.85,0,0,0,6.85,0,6.85,-,-,-,-,-,0,-,0.02,0.02,0.04,-,32.32,0,32.32,-,-,1.13,17.8,0,18.93,0.45
6,California,87,Santa Cruz County,2015,274.146,-,-,247.932,10.85,0,10.85,7.6,0,7.6,18.45,0,18.45,11.85,-,-,0,-,-,74,-,-,1.19,-,-,0.2,-,-,1.39,26.214,11.85,-,48,-,13.24,-,-,-,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.85,0,6.85,0,0,0,6.85,0,6.85,-,-,-,-,-,0,7,0.05,0.07,0.12,-,21.77,9.13,30.9,26.15,-,2.78,19.42,0.03,22.23,1.35
6,California,89,Shasta County,1985,130.64,41.24,59.03,100.27,9.82,-,-,14.94,-,-,24.76,-,-,15.1,5.69,0,0,20.79,-,-,-,-,2.03,-,-,0.25,-,-,2.28,30.37,15.1,-,151,-,17.38,4.52,-,-,75,-,0.76,-,-,0.09,-,-,0.85,-,-,5.69,-,1.94,-,-,-,33.56,0.14,33.7,0.57,0,0.57,34.13,0.14,34.27,0,34.27,4.97,0.31,5.28,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,89,Shasta County,1990,147.04,23.93,101.41,125.34,5.05,-,-,43.84,-,-,48.89,-,-,29.32,6.4,0.68,0,36.4,-,-,-,65,0.55,-,-,1.08,-,-,1.63,21.7,29.32,-,234,-,30.95,8.05,-,-,75,-,0,-,-,12.28,-,-,12.28,-,-,6.4,-,0.01,-,-,-,12,0,12,0.01,0,0.01,12.01,0,12.01,0.68,12.69,0.5,0,0.5,0,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,89,Shasta County,1995,160.9,32.8,93.11,125.91,5.05,0,5.05,43.84,0,43.84,48.89,0,48.89,28.37,7.14,0.01,0,35.52,13.37,388,0,26,2.36,0,2.36,0.26,0,0.26,2.62,34.99,28.37,0,225,2.62,30.99,8.06,0,8.06,75,-,0,0,0,31.64,0,31.64,31.64,0,31.64,7.14,38.78,1.87,0,1.87,0,4.54,0,4.54,0.14,0,0.14,4.68,0,4.68,0.01,4.69,1.36,0,1.36,0,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,California,89,Shasta County,2000,163.26,53.42,84.28,137.7,12.82,-,-,24.46,-,-,37.28,-,-,-,-,-,-,-,-,-,-,-,1.73,-,-,0.19,-,-,1.92,25.56,-,-,-,-,-,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.91,0,2.91,0,0,0,2.91,0,2.91,-,-,-,-,-,-,-,0.52,0.66,1.18,-,119.7,174,293.7,-,-,16.5,8.8,68.5,93.8,-
6,California,89,Shasta County,2005,179.904,22.54,112.698,135.238,7.58,0,7.58,37.9,0,37.9,45.48,0,45.48,39.47,-,-,-,-,-,336,-,-,3.12,-,-,0.62,-,-,3.74,44.666,39.47,-,292,-,43.21,-,-,-,84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.22,0,14.22,0,0,0,14.22,0,14.22,-,-,-,-,-,-,-,0.22,0.28,0.5,-,-,-,-,-,-,-,-,-,-,-
6,California,89,Shasta County,2010,177.223,25.85,137.11,162.96,13.44,0,13.44,35.43,0,35.43,48.87,0,48.87,28.88,-,-,-,-,-,300,-,-,0.83,-,-,0.24,-,-,1.07,14.263,28.88,-,177,-,29.95,-,-,-,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.16,0,15.16,0,0,0,15.16,0,15.16,-,-,-,-,-,0,-,0.29,0.37,0.66,-,23.34,119.22,142.56,-,-,12.03,4.86,49.92,66.81,-
